FUND ID,NAME,VINTAGE / INCEPTION YEAR,DATE REPORTED,CALLED (%),DPI (%),RVPI (%),NET IRR (%),NET MULTIPLE (X),MEDIAN BENCHMARK NET IRR (%),PREQIN QUARTILE RANK,SOURCE,PE: PRIMARY STRATEGY,PRIMARY REGION FOCUS,LP
5194,Segulah III,2005,2024-06-30,138.0,103.0,0.0,2.4,1.03,13.9,4.0,Amplio,Buyout,Europe,MIT
5365,ABRY V,2005,2024-06-30,92.5,203.6216216,0.0,17.3,2.0362162,8.255,1.0,San Francisco Employees' Retirement System,Buyout,North America,MIT
5385,Frazier Healthcare V,2005,2024-12-31,100.0,226.4178601,0.0,14.72,2.2641786,3.1,1.0,California State Teachers' Retirement System (CalSTRS),,North America,MIT
5387,Littlejohn Fund III,2005,2024-12-31,82.0,240.0,0.0,24.1,2.4,8.255,1.0,Littlejohn & Co.,Buyout,North America,MIT
5530,Audax Private Equity Fund II,2005,2024-09-30,100.0,184.0728571,0.0,14.1,1.8407286,8.255,1.0,Audax Private Equity,Buyout,North America,MIT
5835,Sun Capital Partners IV,2005,2024-03-31,131.4,120.0,3.5,4.1,1.235,8.255,3.0,Sun Capital Partners,Buyout,North America,MIT
8094,Hancock Park Capital III,2005,2024-12-31,100.012,153.2992481,0.0,8.39,1.5329925,13.33,3.0,Maryland State Retirement and Pension System,Buyout,North America,MIT
4248,Bain Capital Fund VIII Coinvestment Fund,2004,2024-12-31,97.0,186.0,0.0,13.0,1.86,7.755,1.0,Bain Capital,Co-Investment,North America,MIT
5172,Bain Capital VIII-E,2004,2024-12-31,99.0,158.0,0.0,9.0,1.58,13.84,3.0,Bain Capital,Buyout,Europe,MIT
5173,Bain Capital Fund VIII,2004,2024-12-31,100.0,197.0,0.0,12.0,1.97,12.365,2.0,Bain Capital,Buyout,North America,MIT
5371,Sanderling Venture Partners VI,2004,2024-06-30,100.0,64.1030533,11.2985467,-3.32,0.754016,-1.685,3.0,Boston City Retirement System,,North America,MIT
3170,Sun Capital Partners III,2003,2024-03-31,141.3,210.0,3.21,43.4,2.1321,8.54,1.0,Sun Capital Partners,Turnaround,North America,MIT
3970,General Catalyst Group III,2003,2024-12-31,100.0,204.0,1.0,9.86,2.05,2.78,1.0,,,North America,MIT
1092,JW Childs Equity Partners III,2002,2024-12-31,96.9,184.8,0.0,13.9,1.848,17.035,3.0,Orange County Employees' Retirement System,Buyout,North America,MIT
1216,Lone Star Fund IV,2002,2024-12-31,95.225995,233.2421362,0.0,30.2,2.3324214,18.0,1.0,Fresno County Employees' Retirement Association,Buyout,Asia,MIT
1243,Matrix Partners VII,2002,2023-12-31,95.1007655,141.7832794,3.1042859,7.9,1.4488757,0.49,1.0,Orange County Employees' Retirement System,,North America,MIT
1920,Versant Ventures II,2002,2024-12-31,100.0,132.6524133,0.0,4.2,1.3265241,-3.6,1.0,Regents of the University of California,,North America,MIT
309,Berkshire Fund VI,2002,2024-12-31,99.4723617,295.4740695,0.0,25.06,2.9547407,17.035,1.0,Los Angeles County Employees' Retirement Association,Buyout,North America,MIT
376,Brockway Moran & Partners II,2002,2024-12-31,93.846,202.7036894,0.0,17.07,2.0270369,19.3,2.0,Orange County Employees' Retirement System,Buyout,North America,MIT
984,H.I.G Capital Partners III,2002,2024-06-30,105.0492508,248.8115978,0.0,23.2386738,2.488116,19.3,1.0,H.I.G. Capital,Buyout,North America,MIT
1331,Morgenthaler Venture Partners VII,2001,2024-12-31,100.0228,86.8376535,0.0,-2.33,0.8683765,2.1,3.0,University of Texas Investment Management Company,,North America,MIT
1436,Pacven Ventures V,2001,2024-06-30,100.0,171.5,38.0625,6.21,2.095625,-1.2,1.0,Houston Municipal Employees' Pension System,,Diversified Multi-Regional,MIT
2276,General Catalyst Group II,2001,2024-12-31,93.5,248.0,0.0,11.88,2.48,2.1,1.0,CalPERS - California Public Employees' Retirement System,,North America,MIT
3802,European Acquisition Capital Fund III,2001,2024-12-31,100.0,71.5108667,0.0,,0.7151087,32.37,4.0,West Midlands Pension Fund,Buyout,Europe,MIT
991,Highland Capital Partners VI,2001,2024-06-30,100.0,163.958348,0.488106,11.5,1.6444645,-1.575,1.0,Teacher Retirement System of Texas,,North America,MIT
1215,Lone Star Fund III,2000,2024-12-31,100.521036,204.7026336,0.0,31.56,2.0470263,20.11,1.0,,Buyout,North America,MIT
1231,Madison Dearborn Capital Partners IV,2000,2024-09-30,100.5653533,188.9441115,0.0,13.9,1.8894411,20.11,3.0,Houston Police Officers' Pension System,Buyout,North America,MIT
203,ARCH Venture Fund V,2000,2024-12-31,,,,-6.5,,0.3,4.0,,,North America,MIT
2159,Bain Capital Fund VII,2000,2024-06-30,103.57044,216.4054531,18.5945333,29.4,2.3499999,20.11,1.0,Indiana Public Retirement System,Buyout,North America,MIT
226,Audax Private Equity Fund - Buyouts,2000,2024-09-30,99.9457831,153.2035441,0.164748,12.1,1.5336829,12.15,3.0,Audax Private Equity,Buyout,North America,MIT
38,ABRY IV,2000,2024-12-31,72.9,293.9643347,0.0,18.4,2.9396433,17.0,1.0,San Francisco Employees' Retirement System,Buyout,North America,MIT
731,Exxel Capital Partners VI,2000,2024-09-30,151.6,28.75,20.84,-5.8,0.4959,12.2,4.0,Oregon State Treasury,Buyout,Americas,MIT
1919,Versant Ventures I,1999,2024-12-31,100.0,219.7330307,0.0,10.2,2.1973303,-3.98,1.0,,,North America,MIT
1924,Vestar Capital Partners IV,1999,2024-09-30,99.3,176.0322256,0.0,13.4,1.7603223,14.53,2.0,Oregon State Treasury,Buyout,North America,MIT
2956,North Bridge Venture Partners IV,1999,2024-12-31,100.0,89.36526,0.0,-1.9,0.8936526,-3.98,2.0,CalPERS - California Public Employees' Retirement System,,North America,MIT
378,Bruckmann Rosser Sherrill II,1999,2024-12-31,106.693348,201.8361145,0.0,12.0,2.0183611,11.9,2.0,Los Angeles County Employees' Retirement Association,Buyout,North America,MIT
1923,Vestar Capital Partners III,1997,2024-12-31,97.4,113.86,0.0,2.6,1.1386,17.75,4.0,Vestar Capital Partners,Buyout,North America,MIT
129014,Congruent Ventures III,2023,2024-06-30,2.95598,0.0,71.3993329,,0.7139933,,,Regents of the University of California,,North America,Northwestern U
51547,TA XII,2016,2024-06-30,118.3043988,196.5692102,85.1781876,35.23,2.817474,16.65,1.0,Washington State Investment Board,Buyout,North America,Northwestern U
31510,TA Atlantic & Pacific VII,2014,2023-12-31,130.306935,373.7777778,99.5959596,45.8585151,4.7337374,15.75,1.0,Greater Manchester Pension Fund,Buyout,North America,Northwestern U
30649,TDR Capital III,2013,2024-09-30,87.4,126.464186,133.4275732,24.8693973,2.5989176,17.2,1.0,TDR Capital,Buyout,Europe,Northwestern U
38202,Clearview Capital Fund III,2013,2023-12-31,99.8259933,244.1290942,56.8673663,27.94,3.0099646,18.0,1.0,Los Angeles Fire and Police Pension System,Buyout,North America,Northwestern U
22356,Clyde Blowers Capital Fund III,2012,2024-12-31,71.4005022,76.0586035,0.0,-14.4,0.760586,15.325,4.0,Regents of the University of California,Buyout,Europe,Northwestern U
13554,Charterhouse Capital Partners IX,2009,2024-09-30,120.2222222,134.4731978,0.6469501,12.0,1.3512015,18.9,3.0,Maine Public Employees' Retirement System,Buyout,Europe,Northwestern U
10972,Madison Dearborn Capital Partners VI,2008,2024-09-30,106.5,225.0,0.0,23.2,2.25,14.35,1.0,Madison Dearborn Partners,Buyout,North America,Northwestern U
5899,Pacven Ventures VI,2006,2024-06-30,101.23819,265.7062024,18.293798,14.4,2.84,4.4,1.0,Indiana Public Retirement System,,Asia,Northwestern U
6732,Charterhouse Capital Partners VIII,2006,2024-12-31,89.5,106.0,0.0,0.97,1.06,8.0,4.0,Charterhouse Capital Partners,Buyout,Europe,Northwestern U
6915,Alpha Private Equity Fund 5,2006,2024-03-31,126.3,147.5,0.3913194,8.1,1.4789132,10.695,3.0,Teacher Retirement System of Texas,Buyout,Europe,Northwestern U
7010,Innova/4,2006,2024-12-31,100.0,96.0,0.0,-0.7,0.96,10.0,4.0,Innova Capital,Buyout,Europe,Northwestern U
4874,Sovereign Capital II,2004,2024-09-30,90.72,155.952381,0.0,10.0,1.5595238,10.0,3.0,Sovereign Capital Partners,Buyout,Europe,Northwestern U
3181,TDR Capital I,2003,2024-12-31,94.38,223.61,0.0,51.13,2.2361,29.0,1.0,TDR Capital,Buyout,Europe,Northwestern U
463,Charterhouse Capital Partners VII,2002,2024-12-31,90.3,184.5,0.0,32.0,1.845,20.6,2.0,Charterhouse Capital Partners,Buyout,Europe,Northwestern U
1559,Providence Equity Partners IV,2001,2024-12-31,91.9535,265.0809953,0.0,,2.65081,24.28,1.0,Orange County Employees' Retirement System,Buyout,North America,Northwestern U
2144,Foundation Capital IV,2001,2024-12-31,100.0243488,96.4538706,0.0,-0.33,0.9645387,2.1,3.0,University of Texas Investment Management Company,,North America,Northwestern U
1026,IK 2000 Fund,2000,2024-12-31,100.0,159.4,0.0,9.0,1.594,17.0,3.0,IK Partners,Buyout,Europe,Northwestern U
1231,Madison Dearborn Capital Partners IV,2000,2024-09-30,100.5653533,188.9441115,0.0,13.9,1.8894411,20.11,3.0,Houston Police Officers' Pension System,Buyout,North America,Northwestern U
1330,Morgenthaler Venture Partners VI,2000,2024-12-31,101.09,56.98,0.0,-10.81,0.5698,0.3,4.0,University of Texas Investment Management Company,,North America,Northwestern U
1773,TA IX,2000,2024-12-31,97.0,242.1580756,0.0,21.9,2.4215808,17.0,1.0,Public Employees' Retirement System of Nevada,Buyout,North America,Northwestern U
1958,"Welsh, Carson, Anderson & Stowe IX",2000,2024-12-31,99.0,166.18,0.0,11.23,1.6618,20.11,3.0,"Welsh, Carson, Anderson & Stowe",Buyout,North America,Northwestern U
403,Cardinal Health Partners II,2000,2023-12-31,100.0,153.45094,0.0,12.65,1.5345094,0.65,1.0,Los Angeles Fire and Police Pension System,,North America,Northwestern U
58,Accel VIII,2000,2024-12-31,80.3270945,144.4596249,0.0,4.67,1.4445962,0.3,1.0,Orange County Employees' Retirement System,,North America,Northwestern U
1230,Madison Dearborn Capital Partners III,1999,2024-12-31,100.18,152.37,0.0,8.58,1.5237,14.53,3.0,Madison Dearborn Partners,Buyout,North America,Northwestern U
1924,Vestar Capital Partners IV,1999,2024-09-30,99.3,176.0322256,0.0,13.4,1.7603223,14.53,2.0,Oregon State Treasury,Buyout,North America,Northwestern U
1961,"Welsh, Carson, Anderson & Stowe VIII",1998,2024-12-31,100.0,128.69,0.0,3.11,1.2869,4.955,3.0,California State Teachers' Retirement System (CalSTRS),Buyout,North America,Northwestern U
498,Cinven II,1998,2024-12-31,90.70521,161.1403248,0.0,9.39,1.6114032,4.955,2.0,Kansas Public Employees' Retirement System,Buyout,Europe,Northwestern U
633,Doughty Hanson & Co III,1998,2024-12-31,91.7,217.6,0.0,13.7,2.176,4.955,1.0,DH Private Equity Partners,Buyout,Europe,Northwestern U
3630,IK 1997 Fund,1997,2024-12-31,100.0,172.4,0.0,,1.724,17.75,2.0,IK Partners,Buyout,Europe,Northwestern U
461,Charterhouse Capital Partners VI,1997,2024-12-31,92.8,202.2,0.0,17.75,2.022,17.75,2.0,Charterhouse Capital Partners,Buyout,Europe,Northwestern U
129372,BRV Lotus Fund III,2024,2024-06-30,101.419619,0.4439506,115.8710387,n/m,1.1631499,,,CalPERS - California Public Employees' Retirement System,Growth,Asia,CALPers
166502,SR One Capital Opportunities Fund I,2024,2024-06-30,44.22,0.49,82.78,n/m,0.8327,,,CalPERS - California Public Employees' Retirement System,,North America,CALPers
168189,American Industrial Capital Partners Fund VIII,2024,2024-09-30,30.9982492,3.2682587,92.2,n/m,0.9546826,,,American Industrial Partners,Buyout,North America,CALPers
174862,General Catalyst Group XII - Creation,2024,2024-09-30,34.2198617,0.0,127.5886251,n/m,1.2758863,,,Employees' Retirement System of the State of Hawaii,,North America,CALPers
174902,General Catalyst Group XII - Ignition,2024,2024-09-30,19.7068606,0.0,92.0764345,n/m,0.9207643,,,Employees' Retirement System of the State of Hawaii,,North America,CALPers
174904,General Catalyst Group XII - Health Assurance,2024,2024-09-30,10.0044644,0.0,81.4903997,n/m,0.814904,,,Employees' Retirement System of the State of Hawaii,,North America,CALPers
180081,TCG Labs Fund I,2024,2024-06-30,108.2723275,329.0069228,19.7850654,n/m,3.4879199,,,CalPERS - California Public Employees' Retirement System,,North America,CALPers
181251,Set Builders II,2024,2024-06-30,15.6028371,0.0,98.9710479,n/m,0.9897105,,,CalPERS - California Public Employees' Retirement System,,North America,CALPers
183238,AMZL Fund,2024,2024-03-31,51.4309744,0.0,97.0814926,n/m,0.9708149,,,CalPERS - California Public Employees' Retirement System,,North America,CALPers
187866,Pioneer Pier Investments,2024,2024-06-30,2.1926913,0.0,94.4094578,n/m,0.9440946,,,CalPERS - California Public Employees' Retirement System,,North America,CALPers
123540,Prysm Capital Fund I,2023,2024-03-31,109.37468,11.9038954,72.4453982,n/m,0.8434929,,,New Mexico Educational Retirement Board,Growth,North America,CALPers
126571,PSG Encore,2023,2024-06-30,51.177147,0.1445665,96.6693923,n/m,0.9681396,,,CalPERS - California Public Employees' Retirement System,Buyout,North America,CALPers
132222,Samson Shield 1,2023,2024-06-30,100.11,18.68,128.11,,1.4679,,,San Francisco Employees' Retirement System,Co-Investment,North America,CALPers
133023,Samson Hockey 1,2023,2024-06-30,100.39,99.6,140.82,,2.4042,,,San Francisco Employees' Retirement System,Co-Investment,North America,CALPers
137181,SR One Capital Fund II,2023,2024-06-30,49.1713122,4.9637073,83.6524237,n/m,0.8861613,,,CalPERS - California Public Employees' Retirement System,,North America,CALPers
137914,Corinthian Equity Fund III,2023,2024-06-30,100.9636705,93.7773347,12.8479419,n/m,1.0662528,,,CalPERS - California Public Employees' Retirement System,Buyout,North America,CALPers
140614,PSG Europe II,2023,2024-06-30,16.3,3.87,110.03,n/m,1.139,,,Teachers' Retirement System of the State of Illinois,Growth,Europe,CALPers
142000,Minerva Partners,2023,2024-06-30,90.10831,0.0,114.9999983,n/m,1.15,,,Indiana Public Retirement System,Co-Investment,North America,CALPers
142737,Francisco Partners VII,2023,2024-09-30,7.05,0.0,77.3634043,,0.773634,,,Oklahoma Police Pension and Retirement System,Buyout,North America,CALPers
142740,Green Equity Investors IX,2023,2024-03-31,31.2986842,10.0,120.0,n/m,1.3,,,Leonard Green & Partners,Buyout,North America,CALPers
147659,Bain Capital Europe VI,2023,2024-06-30,14.3526478,0.0,102.5917459,n/m,1.0259175,,,Maryland State Retirement and Pension System,Buyout,Europe,CALPers
148462,Bain Capital Venture Co-Investment Fund IV,2023,2024-06-30,12.0,0.0,117.1666667,n/m,1.1716667,,,Maine Public Employees' Retirement System,Co-Investment,North America,CALPers
148471,Bain Capital Venture Fund 2022,2023,2024-06-30,22.0,0.0,122.2909091,n/m,1.2229091,,,Maine Public Employees' Retirement System,,North America,CALPers
149620,Hongshan Capital China Venture Fund IX,2023,2024-06-30,20.5739833,0.0,83.8201159,n/m,0.8382012,,,Regents of the University of California,,Asia,CALPers
149630,Hong Shan Capital China Expansion Fund I,2023,2024-06-30,4.0,0.0,97.3229074,,0.9732291,,,Regents of the University of California,,Asia,CALPers
152200,TowerBrook Investors VI,2023,2024-06-30,34.7104709,0.0,103.4987054,n/m,1.0349871,,,Washington State Investment Board,Buyout,North America,CALPers
152497,Project Quail Opportunities,2023,2024-06-30,61.9990665,0.0,122.7206184,n/m,1.2272062,,,CalPERS - California Public Employees' Retirement System,Buyout,North America,CALPers
153532,GIP IV Gutenberg Co-Invest,2023,2023-12-31,96.7576509,0.0,77.7527682,n/m,0.7775277,,,Teacher Retirement System of Texas,Co-Investment,Europe,CALPers
154180,Redwood Lane Capital,2023,2024-06-30,53.6,0.0,155.21,n/m,1.5521,,,CalPERS - California Public Employees' Retirement System,Buyout,North America,CALPers
154865,Greenbriar Equity Fund VI,2023,2024-06-30,75.84,0.0,98.89,n/m,0.9889,,,Teachers' Retirement System of the State of Illinois,Buyout,North America,CALPers
155322,Genstar Capital Partners XI,2023,2024-06-30,0.792124,46.525544,117.2606814,n/m,1.6378623,,,Houston Police Officers' Pension System,Buyout,North America,CALPers
155329,CVC Capital Partners Fund IX,2023,2024-03-31,40.9241231,6.9143345,96.9461683,n/m,1.038605,,,El Paso County Retirement Plan,Buyout,Europe,CALPers
155373,HG Mercury 4,2023,2024-09-30,13.3,0.0,89.2308075,,0.8923081,,,Hg,Buyout,Europe,CALPers
157627,Timber Coast Private Opportunities,2023,2024-06-30,23.3832417,0.0,102.927159,n/m,1.0292716,,,CalPERS - California Public Employees' Retirement System,Co-Investment,North America,CALPers
159454,Vitruvian Investment Partners V,2023,2023-12-31,7.7620783,5.8153486,69.577601,n/m,0.7539295,,,CalPERS - California Public Employees' Retirement System,Buyout,Europe,CALPers
163643,Canaan Gold Coast,2023,2024-06-30,44.5,0.0,99.1863708,n/m,0.9918637,,,CalPERS - California Public Employees' Retirement System,,North America,CALPers
164131,Cortec Group Fund VIII,2023,2024-06-30,14.3466667,22.4907063,61.5938662,n/m,0.8408457,,,Public Employees' Retirement System of Nevada,Buyout,North America,CALPers
165150,GC Venture XI,2023,2023-12-31,100.1,0.0008432,99.9215345,n/m,0.9992238,,,Teacher Retirement System of Texas,,North America,CALPers
167459,Forbion Capital Fund VI,2023,2024-06-30,17.53,74.16,91.25,n/m,1.6541,,,CalPERS - California Public Employees' Retirement System,,Europe,CALPers
170069,Cedar Street Partners,2023,2023-12-31,47.9201304,0.0,136.0270814,n/m,1.3602708,,,CalPERS - California Public Employees' Retirement System,Buyout,North America,CALPers
170627,Amberbrook IX,2023,2024-03-31,25.075834,0.0,100.0,n/m,1.0,,,University of South Carolina System,Secondaries,North America,CALPers
174819,BioGeneration Ventures Fund V,2023,2023-12-31,6.817007,0.0,31.2796209,n/m,0.3127962,,,BioGeneration Ventures,,Europe,CALPers
178981,SignalFire Sage Fund,2023,2024-06-30,27.565365,0.0,103.4531558,n/m,1.0345316,,,CalPERS - California Public Employees' Retirement System,,North America,CALPers
179660,Magnolia Opportunities,2023,2024-06-30,19.387,83.1485016,15.651844,n/m,0.9880035,,,CalPERS - California Public Employees' Retirement System,,North America,CALPers
180658,SL Strategic Investor Vehicle,2023,2024-06-30,216.4305979,10.7277791,112.1866723,n/m,1.2291445,,,CalPERS - California Public Employees' Retirement System,Buyout,North America,CALPers
107145,Permira VIII,2022,2024-09-30,41.4,0.0,106.3,6.6,1.063,1.3296704,2.0,Permira,Buyout,Europe,CALPers
110998,Bridgepoint Europe VII,2022,2024-09-30,24.42,8.61,84.44,-10.9,0.9305,1.3296704,3.0,Minnesota State Board of Investment,Buyout,Europe,CALPers
122530,KKR North America XIII,2022,2024-09-30,69.0,1.0,114.0,11,1.15,10.375,2.0,KKR,Buyout,North America,CALPers
124652,Recognize Partners I,2022,2024-06-30,54.3180412,0.0796415,107.7847984,5,1.0786444,7.345,2.0,CalPERS - California Public Employees' Retirement System,Buyout,North America,CALPers
125587,Advent International GPE X,2022,2024-09-30,46.7613467,0.0,109.1711003,8.5,1.091711,10.375,3.0,Minnesota State Board of Investment,Buyout,North America,CALPers
134328,Arsenal Capital Partners VI,2022,2024-09-30,45.827075,2.3741358,77.6911378,-15.7,0.8006527,8.15,4.0,Minnesota State Board of Investment,Buyout,North America,CALPers
135152,Clearlake Capital Partners VII,2022,2024-09-30,71.9,,,6.98,,12.435,3.0,Clearlake Capital Group,,North America,CALPers
135449,Springblue,2022,2023-12-31,81.75,0.0,94.1443083,-3.5,0.9414431,-3.71,2.0,CalPERS - California Public Employees' Retirement System,,North America,CALPers
136079,Thoma Bravo Fund XV,2022,2024-09-30,67.8757489,0.0,129.6119204,15,1.2961192,10.375,1.0,Thoma Bravo,Buyout,North America,CALPers
138998,Hg Genesis 10,2022,2024-09-30,20.0,0.0,120.5108521,18.3843052,1.2051085,1.3296704,1.0,Hg,Buyout,Europe,CALPers
140021,Lightspeed Venture Partners XIV,2022,2024-06-30,59.05,0.0,127.1615377,19.55,1.2716154,-9.8685367,1.0,Teachers' Retirement System of the State of Illinois,,North America,CALPers
140546,Sixth Street Mid-Stage Growth Partners,2022,2024-09-30,21.789838,12.4266,94.8259643,,1.0725256,3.18,2.0,NJ Division of Investment,Growth,North America,CALPers
141957,Blackstone Capital Partners IX,2022,2024-06-30,103.0503867,36.5087409,108.0377638,,1.445465,10.375,1.0,State Teachers' Retirement System of Ohio,Buyout,North America,CALPers
141998,Jade Equity Investors II,2022,2024-06-30,47.5532567,0.0,109.3903878,,1.0939039,8.15,2.0,New York City Police Pension Fund,Buyout,North America,CALPers
142177,"Welsh, Carson, Anderson & Stowe XIV",2022,2024-09-30,35.274066,,86.8626996,-12.1,,10.375,4.0,Minnesota State Board of Investment,Buyout,North America,CALPers
142285,Hg Saturn 3,2022,2024-09-30,54.1,0.0,113.9602799,20.1565519,1.1396028,1.3296704,1.0,Hg,Buyout,Europe,CALPers
142679,TPG Asia VIII,2022,2024-12-31,,,,11,,9.75,2.0,Public Filings - US,Buyout,Asia,CALPers
142681,TPG Partners IX,2022,2024-12-31,,,,21,,10.375,1.0,Public Filings - US,Buyout,North America,CALPers
142696,Lightspeed Venture Partners Select V,2022,2024-06-30,63.0,0.0,93.4080698,-5.55,0.9340807,-3.71,3.0,Teachers' Retirement System of the State of Illinois,,North America,CALPers
142808,EQT X,2022,2024-06-30,18.8231173,5.5449095,81.2543465,-16.17,0.8679926,1.3296704,4.0,Houston Firefighters' Relief and Retirement Fund,Buyout,Europe,CALPers
143384,Thrive Capital Partners VIII Growth,2022,2024-06-30,65.6748367,0.0,124.1572076,,1.2415721,3.18,1.0,CalPERS - California Public Employees' Retirement System,Growth,North America,CALPers
143477,Base10 Partners III,2022,2024-06-30,38.53497,0.0,89.7028855,-9.2719534,0.8970289,-9.8685367,2.0,State Universities Retirement System of Illinois,,North America,CALPers
143703,Silver Lake Partners VII,2022,2024-09-30,21.4757973,5.4568529,105.8021718,12.15,1.1125902,10.375,2.0,Public Employee Retirement System of Idaho,Buyout,North America,CALPers
143819,Valor Equity Partners Fund VI,2022,2024-09-30,63.3,0.0,115.2,15,1.152,3.18,1.0,Valor Equity Partners,Growth,North America,CALPers
144327,Veritas Capital Fund VIII,2022,2024-06-30,70.57832,0.029106,109.0037281,8.2497367,1.0903283,10.375,3.0,State Teachers' Retirement System of Ohio,Buyout,North America,CALPers
144589,Lightspeed Opportunity Fund II,2022,2024-06-30,73.0,0.0,109.1952205,9.27,1.0919522,-3.71,1.0,Maryland State Retirement and Pension System,,North America,CALPers
144976,Forbion Growth Opportunities Fund II,2022,2024-06-30,41.38,137.002,78.2,,2.15202,-9.9,1.0,CalPERS - California Public Employees' Retirement System,Growth,Europe,CALPers
145132,Crestline Pacific Co-Investment,2022,2024-06-30,100.0,56.25,106.25,13,1.625,11.2,1.0,San Jose Federated City Employees' Retirement System,Co-Investment,North America,CALPers
145149,Phoenix Equity Partners 2022 Fund,2022,2024-06-30,76.9819073,0.710359,115.6632564,,1.1637362,8.9,2.0,CalPERS - California Public Employees' Retirement System,Buyout,Europe,CALPers
145217,Bond Capital Fund III,2022,2024-06-30,25.1,,90.5532271,-13,,3.18,4.0,CalPERS - California Public Employees' Retirement System,Growth,North America,CALPers
145303,Clayton Dubilier & Rice XII,2022,2024-09-30,20.86952,11.4387394,97.4824529,,1.0892119,10.375,4.0,Oklahoma Police Pension and Retirement System,Buyout,North America,CALPers
145548,Arlington Capital Partners VI,2022,2024-09-30,45.3947368,0.0,135.7333333,18.7,1.3573333,8.15,1.0,Arlington Capital Partners,Buyout,North America,CALPers
146086,Kingswood Capital Opportunities Fund II,2022,2024-06-30,54.4718166,0.0034827,145.9508591,,1.4595434,7.345,1.0,CalPERS - California Public Employees' Retirement System,Buyout,North America,CALPers
147210,Arsenal Capital Partners Small Cap Fund,2022,2024-09-30,48.4,33.0578512,40.9090909,,0.7396694,7.345,4.0,Oregon State Treasury,Buyout,North America,CALPers
147328,Oak HC/FT Partners Fund V,2022,2024-06-30,17.84645,0.0,99.9758495,1.1167975,0.9997585,-3.71,2.0,State Universities Retirement System of Illinois,,North America,CALPers
147670,Verdane Edda III,2022,2024-06-30,9.41,0.0,107.84,35.4,1.0784,8.9,1.0,Verdane Capital Advisors,Buyout,Europe,CALPers
148295,Bain Capital Asia V,2022,2024-06-30,16.7920944,8.2274099,101.5090368,22.45,1.0973645,9.75,1.0,Maryland State Retirement and Pension System,Buyout,Asia,CALPers
148939,Apollo Investment Fund X,2022,2024-12-31,,,,18,,10.375,1.0,Public Filings - US,Buyout,North America,CALPers
149279,Bessemer Venture Partners XII,2022,2024-06-30,7.9973784,0.0,90.7442114,-42.49,0.9074421,-9.8685367,3.0,Teachers' Retirement System of the State of Illinois,,North America,CALPers
149426,"Karakoram Fund C, L.P.",2022,2023-12-31,93.1,0.0,120.0,11.3,1.2,14.2,3.0,K1 Investment Management,Buyout,North America,CALPers
149429,CapVest Fund V,2022,2024-09-30,57.0,0.0,7.1e-06,,1e-07,8.5,4.0,CapVest,Buyout,Europe,CALPers
149485,Greenleaf Co-Invest Partners,2022,2024-06-30,48.1426022,1.8588242,142.3741313,15,1.4423296,11.2,1.0,CalPERS - California Public Employees' Retirement System,Co-Investment,North America,CALPers
149628,BVP Forge Fund I,2022,2024-06-30,50.8878439,0.0,104.8486422,8.09,1.0484864,7.345,2.0,Teachers' Retirement System of the State of Illinois,Buyout,North America,CALPers
149629,Sequoia Capital China Growth Fund VII,2022,2024-06-30,12.0,0.0,74.8054,,0.748054,3.25,4.0,Regents of the University of California,Growth,Asia,CALPers
149631,Sequoia Capital China Seed Fund III,2022,2024-06-30,30.013475,,84.5612957,-16,,1.0,4.0,CalPERS - California Public Employees' Retirement System,,Asia,CALPers
150106,CA Co-Investment,2022,2023-12-31,92.2784615,0.0,110.9577241,,1.1095772,11.2,3.0,CalPERS - California Public Employees' Retirement System,Co-Investment,North America,CALPers
151080,Crosspoint Capital Fund II,2022,2024-06-30,61.3300197,0.2263932,112.4993547,,1.1272575,3.18,1.0,CalPERS - California Public Employees' Retirement System,Growth,North America,CALPers
151100,General Catalyst Group XI - Health Assurance,2022,2023-12-31,41.4014255,0.0,107.228646,,1.0722865,-9.8685367,1.0,CalPERS - California Public Employees' Retirement System,,North America,CALPers
151921,TPG The Rise Fund III,2022,2024-12-31,,,,22,,3.18,1.0,Public Filings - US,Growth,North America,CALPers
162978,GC Customer Value Fund II,2022,2024-06-30,27.3563221,0.3027739,114.1213576,,1.1442413,-9.8685367,1.0,CalPERS - California Public Employees' Retirement System,,North America,CALPers
165344,Base10 Advancement Initiative II,2022,2024-06-30,22.767848,0.0,82.8998507,,0.8289985,-9.8685367,4.0,State Universities Retirement System of Illinois,,North America,CALPers
169698,Sorenson LinkSquares SPV,2022,2024-06-30,98.0641092,226.2138704,29.472639,13,2.5568651,,,CalPERS - California Public Employees' Retirement System,,North America,CALPers
181432,Changzhou Detong Hexin II Venture Fund,2022,2024-03-31,39.1419726,0.0,99.0,-0.75,0.99,9.6996347,3.0,Detong Capital,,Asia,CALPers
104216,Ares Corporate Opportunities Fund VI,2021,2024-12-31,,,,17,,9.47,2.0,Public Filings - US,Buyout,North America,CALPers
105645,Thoma Bravo Fund XIV,2021,2024-09-30,105.2652588,19.6682781,104.4288691,8.2,1.2409715,9.47,2.0,Thoma Bravo,Buyout,North America,CALPers
109810,Bridgepoint Development Capital IV,2021,2024-06-30,73.17,0.0,106.007,5.6,1.06007,7.57,3.0,Pennsylvania Public School Employees' Retirement System,Buyout,Europe,CALPers
110104,H.I.G. Europe Middle Market I,2021,2024-06-30,63.61,0.85,128.38,27.6,1.2923,7.57,1.0,Regents of the University of California,Buyout,Europe,CALPers
